,Order Date,Year,Quarter,Ship Date,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
5933,07-07-2017,2017,3,09-07-2017,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,16.776,3,0.2,4.8231
1262,07-07-2017,2017,3,09-07-2017,Second Class,Consumer,Long Beach,New York,East,Office Supplies,Binders,17.472,3,0.2,6.3336
8491,07-07-2017,2017,3,11-07-2017,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,5.94,3,0,0.1188
5932,07-07-2017,2017,3,09-07-2017,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,13.392,3,0.2,1.0044
5930,07-07-2017,2017,3,09-07-2017,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432
5931,07-07-2017,2017,3,09-07-2017,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,683.988,2,0.4,-113.998
4537,08-07-2017,2017,3,12-07-2017,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,18.24,3,0,6.2016
3215,08-07-2017,2017,3,10-07-2017,First Class,Consumer,San Mateo,California,West,Office Supplies,Labels,75.18,6,0,35.3346
346,08-07-2017,2017,3,12-07-2017,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,7.56,3,0,3.0996
347,08-07-2017,2017,3,12-07-2017,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Paper,24.56,2,0,11.5432
348,08-07-2017,2017,3,12-07-2017,Standard Class,Consumer,Lowell,Massachusetts,East,Office Supplies,Art,12.96,2,0,4.1472
1623,08-07-2017,2017,3,15-07-2017,Standard Class,Consumer,Kent,Washington,West,Technology,Accessories,50,2,0,10.5
1622,08-07-2017,2017,3,15-07-2017,Standard Class,Consumer,Kent,Washington,West,Office Supplies,Binders,23.168,2,0.2,7.8192
1621,08-07-2017,2017,3,15-07-2017,Standard Class,Consumer,Kent,Washington,West,Office Supplies,Labels,786.48,8,0,385.3752
1620,08-07-2017,2017,3,15-07-2017,Standard Class,Consumer,Kent,Washington,West,Furniture,Furnishings,198.46,2,0,99.23
8408,08-07-2017,2017,3,12-07-2017,Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Art,174.95,5,0,45.487
4538,08-07-2017,2017,3,12-07-2017,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,13.12,4,0,4.3296
8407,08-07-2017,2017,3,12-07-2017,Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Art,28.91,7,0,8.673
8406,08-07-2017,2017,3,12-07-2017,Standard Class,Corporate,Newark,Delaware,East,Furniture,Furnishings,39.98,2,0,9.1954
1368,08-07-2017,2017,3,11-07-2017,First Class,Home Office,Pico Rivera,California,West,Furniture,Furnishings,145.9,5,0,62.737
9530,08-07-2017,2017,3,12-07-2017,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Paper,52.76,2,0,24.2696
4535,08-07-2017,2017,3,12-07-2017,Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,15.84,3,0,4.9104
4536,08-07-2017,2017,3,12-07-2017,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,86.376,3,0.2,30.2316
8405,08-07-2017,2017,3,12-07-2017,Standard Class,Corporate,Newark,Delaware,East,Technology,Accessories,141.9,5,0,58.179
8404,08-07-2017,2017,3,12-07-2017,Standard Class,Corporate,Newark,Delaware,East,Furniture,Furnishings,83.92,4,0,5.8744
6140,09-07-2017,2017,3,15-07-2017,Standard Class,Consumer,Manchester,Connecticut,East,Office Supplies,Paper,274.8,5,0,134.652
6142,09-07-2017,2017,3,15-07-2017,Standard Class,Consumer,Manchester,Connecticut,East,Technology,Phones,257.98,2,0,74.8142
6141,09-07-2017,2017,3,15-07-2017,Standard Class,Consumer,Manchester,Connecticut,East,Office Supplies,Storage,195.64,4,0,3.9128
1043,09-07-2017,2017,3,12-07-2017,First Class,Corporate,Chicago,Illinois,Central,Office Supplies,Art,8.84,5,0.2,2.9835
976,09-07-2017,2017,3,15-07-2017,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Binders,1.08,2,0.7,-0.792
1044,09-07-2017,2017,3,12-07-2017,First Class,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,58.464,9,0.8,-146.16
2573,09-07-2017,2017,3,14-07-2017,Standard Class,Home Office,Lafayette,Indiana,Central,Furniture,Furnishings,526.45,5,0,31.587
2232,09-07-2017,2017,3,14-07-2017,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,228.92,5,0.2,14.3075
6143,09-07-2017,2017,3,15-07-2017,Standard Class,Consumer,Manchester,Connecticut,East,Office Supplies,Art,119.04,6,0,48.8064
8037,10-07-2017,2017,3,14-07-2017,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Appliances,41.91,3,0,10.8966
2926,10-07-2017,2017,3,14-07-2017,Second Class,Consumer,Columbus,Georgia,South,Furniture,Furnishings,18.84,3,0,7.9128
3106,10-07-2017,2017,3,14-07-2017,Standard Class,Home Office,Aurora,Illinois,Central,Office Supplies,Storage,298.464,6,0.2,26.1156
8586,11-07-2017,2017,3,18-07-2017,Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,1287.45,5,0,244.6155
1472,11-07-2017,2017,3,15-07-2017,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Labels,8.67,3,0,4.0749
8587,11-07-2017,2017,3,18-07-2017,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Appliances,168.1,5,0,43.706
8713,11-07-2017,2017,3,16-07-2017,Standard Class,Corporate,San Diego,California,West,Technology,Phones,71.952,6,0.2,5.3964
2704,11-07-2017,2017,3,13-07-2017,Second Class,Consumer,New York City,New York,East,Technology,Accessories,132.6,6,0,17.238
8714,11-07-2017,2017,3,16-07-2017,Standard Class,Corporate,San Diego,California,West,Office Supplies,Binders,29.8,5,0.2,9.3125
6230,11-07-2017,2017,3,17-07-2017,Standard Class,Consumer,Waterloo,Iowa,Central,Office Supplies,Art,30.32,4,0,11.8248
9009,12-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Fairfield,Ohio,East,Office Supplies,Paper,3.816,1,0.2,1.1925
5976,13-07-2017,2017,3,17-07-2017,Standard Class,Corporate,Overland Park,Kansas,Central,Office Supplies,Paper,13.56,2,0,6.2376
4804,13-07-2017,2017,3,17-07-2017,Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,91.008,9,0.2,19.3392
4803,13-07-2017,2017,3,17-07-2017,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,39.594,1,0.4,-7.2589
5975,13-07-2017,2017,3,17-07-2017,Standard Class,Corporate,Overland Park,Kansas,Central,Office Supplies,Storage,360.38,2,0,93.6988
7511,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Columbus,Ohio,East,Furniture,Furnishings,396.92,5,0.2,148.845
7510,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Storage,62.04,5,0.2,4.653
7498,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Westminster,California,West,Office Supplies,Art,71.92,4,0,20.8568
7496,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Westminster,California,West,Furniture,Furnishings,276.69,3,0,49.8042
7495,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Westminster,California,West,Office Supplies,Binders,4.448,2,0.2,1.4456
7499,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Westminster,California,West,Furniture,Furnishings,18.84,3,0,7.9128
7509,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Columbus,Ohio,East,Technology,Phones,1889.946,9,0.4,-377.9892
7500,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Westminster,California,West,Technology,Accessories,140.97,3,0,19.7358
7497,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Westminster,California,West,Office Supplies,Fasteners,4.96,4,0,2.3312
7508,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Paper,9.248,2,0.2,3.3524
7512,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Storage,239.456,7,0.2,17.9592
7501,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Westminster,California,West,Technology,Phones,470.376,3,0.2,52.9173
7513,14-07-2017,2017,3,18-07-2017,Standard Class,Consumer,Columbus,Ohio,East,Office Supplies,Art,13.12,5,0.2,2.132
2090,15-07-2017,2017,3,19-07-2017,Standard Class,Consumer,Wilmington,Delaware,East,Office Supplies,Binders,26.55,3,0,13.0095
2091,15-07-2017,2017,3,19-07-2017,Standard Class,Consumer,Wilmington,Delaware,East,Furniture,Tables,310.443,3,0.3,-48.7839
7690,15-07-2017,2017,3,17-07-2017,First Class,Corporate,Suffolk,Virginia,South,Furniture,Tables,872.94,3,0,157.1292
5497,15-07-2017,2017,3,18-07-2017,Second Class,Consumer,New York City,New York,East,Office Supplies,Art,6.56,2,0,1.9024
5501,15-07-2017,2017,3,18-07-2017,Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,8.96,2,0,4.3904
5500,15-07-2017,2017,3,18-07-2017,Second Class,Consumer,New York City,New York,East,Furniture,Chairs,664.146,6,0.1,88.5528
7689,15-07-2017,2017,3,17-07-2017,First Class,Corporate,Suffolk,Virginia,South,Office Supplies,Appliances,179.94,3,0,50.3832
7691,15-07-2017,2017,3,17-07-2017,First Class,Corporate,Suffolk,Virginia,South,Office Supplies,Paper,12.96,2,0,6.2208
5498,15-07-2017,2017,3,18-07-2017,Second Class,Consumer,New York City,New York,East,Office Supplies,Labels,7.83,3,0,3.6018
5499,15-07-2017,2017,3,18-07-2017,Second Class,Consumer,New York City,New York,East,Technology,Accessories,41.9,2,0,8.799
2571,16-07-2017,2017,3,21-07-2017,Standard Class,Home Office,Woodstock,Illinois,Central,Office Supplies,Art,2.912,2,0.2,0.91
23,16-07-2017,2017,3,18-07-2017,Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,71.372,2,0.3,-1.0196
9829,16-07-2017,2017,3,23-07-2017,Standard Class,Consumer,Charlotte,North Carolina,South,Furniture,Chairs,242.352,3,0.2,15.147
4526,17-07-2017,2017,3,23-07-2017,Standard Class,Home Office,Rome,New York,East,Office Supplies,Paper,99.9,5,0,47.952
4525,17-07-2017,2017,3,23-07-2017,Standard Class,Home Office,Rome,New York,East,Technology,Phones,269.98,2,0,67.495
4572,17-07-2017,2017,3,21-07-2017,Standard Class,Home Office,Los Angeles,California,West,Technology,Copiers,479.984,2,0.2,89.997
5648,17-07-2017,2017,3,19-07-2017,Second Class,Corporate,Apple Valley,California,West,Office Supplies,Paper,32.4,5,0,15.552
5649,17-07-2017,2017,3,19-07-2017,Second Class,Corporate,Apple Valley,California,West,Office Supplies,Envelopes,57.9,5,0,28.95
2439,17-07-2017,2017,3,22-07-2017,Standard Class,Consumer,Tampa,Florida,South,Furniture,Furnishings,7.904,2,0.2,2.1736
5650,17-07-2017,2017,3,19-07-2017,Second Class,Corporate,Apple Valley,California,West,Office Supplies,Storage,10.56,2,0,0
5651,17-07-2017,2017,3,19-07-2017,Second Class,Corporate,Apple Valley,California,West,Furniture,Bookcases,1194.165,5,0.15,210.735
4527,17-07-2017,2017,3,23-07-2017,Standard Class,Home Office,Rome,New York,East,Furniture,Furnishings,39.08,4,0,14.4596
3917,18-07-2017,2017,3,23-07-2017,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,7.656,4,0.7,-6.1248
3916,18-07-2017,2017,3,23-07-2017,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,16.096,2,0.2,5.2312
7044,18-07-2017,2017,3,23-07-2017,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,9.184,2,0.2,1.148
3918,18-07-2017,2017,3,23-07-2017,Standard Class,Consumer,Phoenix,Arizona,West,Furniture,Chairs,311.976,3,0.2,-42.8967
7043,18-07-2017,2017,3,23-07-2017,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,198.744,4,0.3,-14.196
3914,18-07-2017,2017,3,23-07-2017,Standard Class,Consumer,Phoenix,Arizona,West,Furniture,Tables,801.6,5,0.5,-448.896
3915,18-07-2017,2017,3,23-07-2017,Standard Class,Consumer,Phoenix,Arizona,West,Furniture,Chairs,161.568,2,0.2,10.098
7042,18-07-2017,2017,3,23-07-2017,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Copiers,599.97,5,0.4,69.9965
3154,20-07-2017,2017,3,24-07-2017,Standard Class,Corporate,Maple Grove,Minnesota,Central,Office Supplies,Binders,735.98,2,0,331.191
2318,20-07-2017,2017,3,25-07-2017,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Technology,Accessories,389.97,3,0,132.5898
578,20-07-2017,2017,3,26-07-2017,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,69.712,2,0.2,8.714
579,20-07-2017,2017,3,26-07-2017,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,8.792,1,0.6,-5.7148
2313,20-07-2017,2017,3,25-07-2017,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Labels,14.62,2,0,6.8714
2317,20-07-2017,2017,3,25-07-2017,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Binders,60.83,7,0,30.415
2316,20-07-2017,2017,3,25-07-2017,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Furniture,Chairs,182.94,3,0,27.441
2314,20-07-2017,2017,3,25-07-2017,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Appliances,416.32,2,0,112.4064
2315,20-07-2017,2017,3,25-07-2017,Standard Class,Corporate,Sioux Falls,South Dakota,Central,Office Supplies,Binders,43,5,0,20.21
9320,20-07-2017,2017,3,25-07-2017,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,183.92,4,0,31.2664
9319,20-07-2017,2017,3,25-07-2017,Standard Class,Corporate,New York City,New York,East,Furniture,Chairs,163.764,2,0.1,25.4744
9318,20-07-2017,2017,3,25-07-2017,Standard Class,Corporate,New York City,New York,East,Office Supplies,Paper,13.36,2,0,6.4128
8326,21-07-2017,2017,3,24-07-2017,Second Class,Corporate,Aurora,Illinois,Central,Office Supplies,Binders,2.864,4,0.8,-4.5824
8327,21-07-2017,2017,3,24-07-2017,Second Class,Corporate,Aurora,Illinois,Central,Office Supplies,Binders,94.192,7,0.8,-164.836
4273,21-07-2017,2017,3,21-07-2017,Same Day,Consumer,Murray,Utah,West,Office Supplies,Art,25.99,1,0,7.5371
6698,21-07-2017,2017,3,25-07-2017,Standard Class,Consumer,San Diego,California,West,Office Supplies,Paper,16.34,2,0,7.6798
6699,21-07-2017,2017,3,25-07-2017,Standard Class,Consumer,San Diego,California,West,Furniture,Chairs,225.296,2,0.2,22.5296
7084,21-07-2017,2017,3,25-07-2017,Second Class,Corporate,Concord,California,West,Technology,Phones,1626.192,9,0.2,121.9644
6588,21-07-2017,2017,3,27-07-2017,Standard Class,Consumer,Salem,Virginia,South,Office Supplies,Binders,14.94,3,0,7.1712
6583,21-07-2017,2017,3,27-07-2017,Standard Class,Consumer,Salem,Virginia,South,Office Supplies,Art,101.94,6,0,29.5626
6584,21-07-2017,2017,3,27-07-2017,Standard Class,Consumer,Salem,Virginia,South,Technology,Phones,271.96,4,0,67.99
6589,21-07-2017,2017,3,27-07-2017,Standard Class,Consumer,Salem,Virginia,South,Office Supplies,Supplies,231.72,2,0,11.586
6585,21-07-2017,2017,3,27-07-2017,Standard Class,Consumer,Salem,Virginia,South,Furniture,Furnishings,8.8,5,0,3.872
6586,21-07-2017,2017,3,27-07-2017,Standard Class,Consumer,Salem,Virginia,South,Office Supplies,Art,19.68,6,0,5.7072
6587,21-07-2017,2017,3,27-07-2017,Standard Class,Consumer,Salem,Virginia,South,Furniture,Bookcases,302.94,3,0,69.6762
6700,21-07-2017,2017,3,25-07-2017,Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,50.352,3,0.2,17.6232
7083,21-07-2017,2017,3,25-07-2017,Second Class,Corporate,Concord,California,West,Office Supplies,Art,3.52,2,0,1.6896
4272,21-07-2017,2017,3,21-07-2017,Same Day,Consumer,Murray,Utah,West,Technology,Phones,71.928,9,0.2,6.2937
644,21-07-2017,2017,3,25-07-2017,Standard Class,Home Office,Plainfield,New Jersey,East,Office Supplies,Paper,6.48,1,0,3.1752
7844,21-07-2017,2017,3,25-07-2017,Standard Class,Consumer,Pharr,Texas,Central,Furniture,Tables,124.404,4,0.3,-21.3264
9808,21-07-2017,2017,3,26-07-2017,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,2.112,2,0.8,-3.3792
5014,21-07-2017,2017,3,26-07-2017,Standard Class,Home Office,Cleveland,Ohio,East,Technology,Phones,210.564,6,0.4,-52.641
5013,21-07-2017,2017,3,26-07-2017,Standard Class,Home Office,Cleveland,Ohio,East,Office Supplies,Storage,222.32,7,0.2,25.011
5012,21-07-2017,2017,3,26-07-2017,Standard Class,Home Office,Cleveland,Ohio,East,Office Supplies,Binders,33.93,3,0.7,-22.62
6831,21-07-2017,2017,3,27-07-2017,Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,17.48,4,0,4.5448
8118,22-07-2017,2017,3,27-07-2017,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Chairs,526.344,4,0.3,-75.192
3196,22-07-2017,2017,3,28-07-2017,Standard Class,Corporate,New York City,New York,East,Technology,Phones,29.97,3,0,14.0859
8184,23-07-2017,2017,3,27-07-2017,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,63.312,3,0.2,20.5764
758,23-07-2017,2017,3,28-07-2017,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,13.128,3,0.2,4.2666
9229,23-07-2017,2017,3,26-07-2017,First Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,15.192,3,0.2,5.5071
9230,23-07-2017,2017,3,26-07-2017,First Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,58.32,9,0,27.9936
7893,23-07-2017,2017,3,30-07-2017,Standard Class,Home Office,New York City,New York,East,Office Supplies,Binders,13.92,3,0.2,4.35
6261,23-07-2017,2017,3,27-07-2017,Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Labels,41.4,4,0,19.872
4372,23-07-2017,2017,3,25-07-2017,Second Class,Consumer,Elkhart,Indiana,Central,Office Supplies,Art,11.68,2,0,5.4896
4373,23-07-2017,2017,3,25-07-2017,Second Class,Consumer,Elkhart,Indiana,Central,Technology,Accessories,159.75,5,0,11.1825
9588,23-07-2017,2017,3,28-07-2017,Standard Class,Consumer,Wheeling,Illinois,Central,Office Supplies,Art,121.536,4,0.2,15.192
8638,23-07-2017,2017,3,24-07-2017,First Class,Home Office,Kenosha,Wisconsin,Central,Technology,Accessories,399.95,5,0,143.982
6901,24-07-2017,2017,3,24-07-2017,Same Day,Corporate,Huntington Beach,California,West,Technology,Copiers,2399.96,5,0.2,839.986
6785,25-07-2017,2017,3,28-07-2017,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,259.92,5,0.2,-25.992
5115,25-07-2017,2017,3,29-07-2017,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,3.304,1,0.2,1.0738
2855,25-07-2017,2017,3,31-07-2017,Standard Class,Consumer,Sioux Falls,South Dakota,Central,Office Supplies,Labels,20.23,7,0,9.5081
6783,25-07-2017,2017,3,28-07-2017,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,37.752,3,0.2,4.2471
6784,25-07-2017,2017,3,28-07-2017,Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Tables,138.588,1,0.4,-34.647
6786,25-07-2017,2017,3,28-07-2017,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,20.736,4,0.2,7.2576
6782,25-07-2017,2017,3,28-07-2017,Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,20.096,4,0.2,3.0144
7929,25-07-2017,2017,3,27-07-2017,First Class,Home Office,Dallas,Texas,Central,Furniture,Tables,298.116,6,0.3,-4.2588
8301,26-07-2017,2017,3,01-08-2017,Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,1649.95,5,0,659.98
8302,26-07-2017,2017,3,01-08-2017,Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,362.352,3,0.2,45.294
5297,27-07-2017,2017,3,31-07-2017,Standard Class,Consumer,Yonkers,New York,East,Technology,Phones,543.92,8,0,135.98
4125,27-07-2017,2017,3,31-07-2017,Second Class,Consumer,Jacksonville,Florida,South,Furniture,Furnishings,91.032,3,0.2,-2.2758
8096,27-07-2017,2017,3,01-08-2017,Second Class,Consumer,Seattle,Washington,West,Technology,Accessories,234.95,5,0,32.893
8095,27-07-2017,2017,3,01-08-2017,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,12.96,2,0,6.2208
5296,27-07-2017,2017,3,31-07-2017,Standard Class,Consumer,Yonkers,New York,East,Furniture,Furnishings,14.89,1,0,4.0203
8094,27-07-2017,2017,3,01-08-2017,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,26.2,4,0,12.052
8093,27-07-2017,2017,3,01-08-2017,Second Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,23.88,3,0,10.5072
9807,27-07-2017,2017,3,01-08-2017,Second Class,Consumer,Raleigh,North Carolina,South,Furniture,Chairs,194.848,4,0.2,12.178
